A_0	A_1	R_0	R_1	R_2	R_3	phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	1	#	1	#	1	1	1.0	1.0	3	163.99832457637484	2927	2415	0.5	None	66	66
#	1	#	1	#	#	1	0.231092867969897	0.746031746031746	4	162.8020772938171	2927	2434	0.3333333333333333	None	94	126
0	#	1	#	1	1	1	0.22481780895283973	0.7419354838709677	1	179.7166386629056	2915	2445	0.6666666666666666	None	23	31
#	#	0	#	0	1	1	0.005712634198771302	0.3559322033898305	1	165.17326494055084	2880	2446	0.5	None	21	59
1	#	#	#	0	1	0	0.03125	0.5	1	168.95153031367335	2940	2489	0.5	None	29	58
#	1	#	1	1	1	1	1.0	1.0	1	157.92130374797725	2915	2531	0.6666666666666666	None	26	26
#	1	#	1	#	0	0	0.025022128248914022	0.4782608695652174	2	151.26868669909078	2932	2570	0.5	None	22	46
0	#	1	0	#	#	1	0.024764701136984563	0.4772727272727273	1	175.99601454193066	2875	2583	0.5	None	21	44
#	0	#	0	1	1	1	0.22059995870325735	0.7391304347826086	1	188.1249022463767	2922	2587	0.6666666666666666	None	17	23
#	1	#	0	0	#	0	0.22824833264848604	0.7441860465116279	1	188.33110218350953	2904	2590	0.5	None	32	43
1	1	#	#	#	0	0	1.0	1.0	12	162.66332734886467	2932	2634	0.5	None	37	37
0	#	1	#	1	#	1	0.22733534048886378	0.7435897435897436	2	170.5225808339258	2915	2637	0.5	None	29	39
1	1	#	#	#	1	0	0.0	0.0	1	163.03771585934228	2664	2664	0.5	None	0	37
#	0	0	1	#	#	1	0.0011445676471509754	0.25806451612903225	1	170.23368284536224	2943	2695	0.5	None	8	31
0	1	#	#	0	1	1	0.019403791345598595	0.45454545454545453	1	172.43372800000003	2754	2754	0.6666666666666666	None	5	11
#	1	#	0	1	#	0	0.22059995870325735	0.7391304347826086	1	168.53743602734454	2926	2769	0.5	None	17	23
0	#	#	0	1	1	0	0.18593443208187066	0.7142857142857143	2	174.416	2897	2833	0.6666666666666666	None	5	7
1	#	#	#	#	0	0	0.22059995870325735	0.7391304347826086	1	168.25135477420704	2932	2840	0.3333333333333333	None	17	23
0	#	#	#	1	1	0	0.019403791345598595	0.45454545454545453	1	172.60111360000002	2928	2849	0.5	None	5	11
0	1	#	1	#	#	0	0.0	0.0	1	161.71065599999997	2854	2854	0.5	None	0	10
#	#	#	#	0	0	1	0.0	0.0	1	181.10399999999998	2904	2904	0.3333333333333333	None	0	7
1	#	1	1	#	0	0	1.0	1.0	1	167.0	2932	2932	0.6666666666666666	None	1	1
