A_0	A_1	R_0	R_1	R_2	R_3	phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	1	1	#	#	0	0	0.2222903719323048	0.7402597402597403	1	162.59789349998	4671	4070	0.5	162.497366874975	57	77
#	0	#	1	1	1	1	0.20692368334273162	0.7297297297297297	1	171.41130468470053	4655	4079	0.6666666666666666	171.41130468470053	27	37
#	1	#	#	1	1	1	0.2373046875	0.75	1	194.95499623066422	4666	4090	0.5	194.95499623066422	54	72
1	#	#	#	0	1	1	0.036280637324889	0.5151515151515151	1	167.22579335577993	4642	4130	0.5	2458.048258120452	34	66
1	#	0	1	1	#	1	0.2495343537242618	0.7575757575757576	1	184.60413540016413	4666	4136	0.6666666666666666	184.60413540016413	25	33
0	0	1	#	#	#	1	1.0	1.0	7	126.30421135882247	4655	4142	0.5	884.1294795117573	66	66
0	#	0	#	1	#	0	0.2495343537242618	0.7575757575757576	1	185.6632864281263	4668	4155	0.5	180.57910803515787	50	66
#	#	0	#	0	0	0	0.48894551440329226	0.8666666666666667	2	192.19475355190724	4662	4172	0.5	384.3895071038145	52	60
1	0	#	0	#	#	1	0.035056707593318304	0.5116279069767442	1	180.89561593036018	4638	4308	0.5	2751.813285042044	22	43
1	1	#	1	#	0	1	0.0	0.0	1	174.5758969137083	4316	4316	0.6666666666666666	9309.928153755714	0	22
#	1	#	#	0	#	1	0.029494837976210178	0.4942528735632184	1	170.46448060362232	4644	4324	0.3333333333333333	3082.1227578012695	43	87
#	0	#	1	#	#	0	0.03125	0.5	1	151.4864111402132	4645	4341	0.3333333333333333	2585.1497328895057	41	82
1	#	1	#	0	1	0	0.022132674897119342	0.4666666666666667	1	158.53338720256002	4611	4419	0.6666666666666666	158.53338720256002	7	15
#	#	1	#	#	1	1	0.2503403425672665	0.7580645161290323	1	155.88770475578525	4655	4420	0.3333333333333333	155.88770475578525	47	62
1	0	1	#	#	#	1	0.04526613752481193	0.5384615384615384	1	167.70027245319676	4638	4446	0.5	1975.706265581348	14	26
#	#	1	0	1	#	1	0.08356049390158359	0.6086956521739131	1	166.24522456578126	4638	4493	0.5	167.05653070722656	14	23
#	#	0	1	1	#	1	0.048282842081079885	0.5454545454545454	1	175.0641408	4666	4584	0.5	175.0641408	6	11
#	0	1	0	0	1	0	0.0	0.0	1	97.0	4611	4611	0.8333333333333334	97.0	0	1
1	#	#	1	#	1	1	0.13168724279835387	0.6666666666666666	1	184.8	4666	4612	0.5	184.8	4	6
0	#	0	0	#	#	1	0.0	0.0	1	199.07999999999998	4631	4631	0.5	196.75	0	6
#	0	1	#	#	#	0	0.0	0.0	1	137.72	4638	4638	0.3333333333333333	137.72	0	7
#	#	1	0	#	#	1	0.004115226337448558	0.3333333333333333	1	152.92000000000002	4638	4638	0.3333333333333333	150.4	2	6
#	#	#	#	0	0	0	0.03125	0.5	1	139.0	4662	4662	0.3333333333333333	139.0	1	2
1	#	0	#	0	#	0	0.07444727572016462	0.9333333333333333	1	188.8710832016054	4662	4662	0.5	188.8710832016054	0	0
