A_0	A_1	R_0	R_1	R_2	R_3	phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
0	#	0	0	0	#	0	1.0	1.0	1	161.09255027271266	3171	2697	0.6666666666666666	None	31	31
0	1	#	0	#	#	1	0.0	0.0	2	140.13702239941213	2707	2707	0.5	None	0	60
0	1	#	1	#	#	0	0.0	0.0	1	202.73523299569902	2742	2742	0.5	None	0	58
0	#	#	#	1	#	1	0.02986747807348717	0.4954954954954955	1	160.10794991189317	3175	2752	0.3333333333333333	None	55	111
1	0	#	#	1	#	0	0.0	0.0	1	149.6840520831945	2782	2782	0.5	None	0	50
#	0	1	#	1	#	0	0.0	0.0	1	170.6921681416186	2791	2791	0.5	None	0	50
1	0	#	#	0	#	1	0.0	0.0	1	185.89472129559329	2831	2831	0.5	None	0	45
#	1	0	1	1	0	0	0.019403791345598595	0.45454545454545453	1	173.30312959999998	3153	2833	0.8333333333333334	None	5	11
1	#	#	#	1	0	0	0.04378213161539298	0.5348837209302325	1	157.2174370344162	3178	2833	0.5	None	23	43
1	#	#	0	1	#	1	0.20346349914002398	0.7272727272727273	1	149.35099034003605	3166	2846	0.5	None	32	44
0	1	#	0	0	#	1	0.0	0.0	2	148.7957204472627	2890	2890	0.6666666666666666	None	0	18
1	1	#	#	#	#	0	0.03125	0.5	1	175.31037454616128	3178	2897	0.3333333333333333	None	38	76
#	#	1	1	1	#	0	3.576773897346798e-05	0.12903225806451613	1	191.01118022817087	3178	2944	0.5	None	4	31
1	0	#	#	1	#	1	1.0	1.0	14	149.68389662037845	3166	2950	0.5	None	31	31
0	1	#	0	1	#	1	0.0	0.0	1	133.493906432	2972	2972	0.6666666666666666	None	0	14
0	#	0	0	#	#	0	1.0	1.0	1	146.42537156958787	3171	2979	0.5	None	28	28
0	#	0	0	#	0	0	1.0	1.0	2	163.8267776	3164	3017	0.6666666666666666	None	11	11
0	0	#	#	#	#	1	0.0276204464877974	0.4878048780487805	2	151.03378427336594	3180	3047	0.3333333333333333	None	20	41
1	#	1	0	#	0	0	0.2373046875	0.75	1	161.3408	3070	3070	0.6666666666666666	None	6	8
#	#	1	0	0	0	0	0.2373046875	0.75	1	164.2784	3070	3070	0.6666666666666666	None	6	8
1	#	#	#	1	#	1	0.21208362139917689	0.7333333333333333	2	163.4767947450865	3181	3078	0.3333333333333333	None	22	30
#	0	#	0	1	#	1	0.16806999999999994	0.7	1	144.7664	3175	3111	0.5	None	7	10
1	#	#	#	1	#	0	0.002757929721271342	0.3076923076923077	1	163.688331776	3178	3143	0.3333333333333333	None	4	13
0	#	0	0	#	#	1	0.0	0.0	1	145.2	3164	3164	0.5	None	0	5
0	0	1	#	#	#	0	0.0	0.0	2	162.75	3175	3175	0.5	None	0	4
0	#	#	1	#	#	0	0.004115226337448558	0.3333333333333333	1	174.0	3190	3190	0.3333333333333333	None	1	3
